business_id,review_stars
--DaPTJW3-tB1vP-PfdTEg,3.764705882352941
-0aOudcaAyac0VJbMX-L1g,3.066666666666667
-3VEk6j5XnEnOOthoY2jYQ,2.6666666666666665
-3iE3lPp18Tn2ixqIRJB_w,4.111111111111111
-4uT6QFVaRtc2Zmxvtd9Vg,4.666666666666667
-6sE5v4OrVGmWxdIrbs-RQ,4.2
-7BCZH437U5FjmNJ26llkg,4.3625
-AVRReI-nfsa0lKlehEojw,3.2549019607843137
-BVqCPibTNPCNeT0uJsiRg,4.166666666666667
-BbnAc9YEO6pjvJGEtFbVQ,4.214814814814815
-CLTZ0cO-ooKDDmXHFoGMg,3.7524752475247523
-ClafaRWkSRTfieIzO4r3Q,3.2758620689655173
-DOE4Qs8IMfgkvshYKfC7w,3.210526315789474
-EX_qttyhm5YNb8NWtAcCQ,3.987012987012987
-Far2ZzTrDQaqfe_BUlaPQ,3.0
-Ggr1M22MxTbP2J8L7oHqw,3.1
-H5Qoimm5siEJ4RSU4FyHQ,3.0
-HwprJh-Bve1pcDH8_UFeQ,3.84
-ICGmF2qUVKdvOehVNgPbg,4.054644808743169
-IOuy7CKwWN54IEzESVOBQ,2.3333333333333335
-IP0Y1XLcnxb6yfMxPcLfQ,2.6
-IXNFjtECsn8fqF047tYFw,3.123076923076923
-IlQvDjwqOnA0iqlbmWX-Q,4.166666666666667
-Ipm_8YXj9UoNNHagCvsNg,3.8828828828828827
-J6FVdY9pSgAdFmmalO-pQ,3.954022988505747
-M9S1wlZTvv6T9EOo5X2Yw,2.872093023255814
-OxDX2fPQLYi6ChW2Z6xxQ,3.71875
-PKUAor_Nz_IaNjP_jIwyA,3.24
-PL-4fFYPYrOjnNd0lO4Lg,4.0
-PO_5qu0CQIKqsPjLqSYMg,4.2
-T--PJJcmJoLnGNsIpm3ZQ,3.88
-TcH3XhY1ojvai77VWv10w,4.533333333333333
-TjzQsimpriXVYaH3HdtQA,4.1022727272727275
-Tpo5r3kF_z4iilx8JXhvA,3.8324022346368714
-UPP0Q_kZsuQ2zZ1k7lbyQ,3.1041666666666665
-WBbMDJayOnd0ktCCi3I1Q,3.1153846153846154
-Z358O0-8eH0sgSjKINvMA,2.857142857142857
-ZpPd7bY9ra553VoxXvYHw,4.5
-_LSXPW6JcG0SBcW58H-ag,3.2
-aIDAzPJTUexM3Skp78wlQ,5.0
-aKf_aT5vnmF2XcNKfb0eA,3.5
-av1lZI1JDY_RZN2eTMnWg,3.452405322415558
-b94nkPVLQw95zgtDhcpYA,3.424083769633508
-bJ6Y5QmO8Uvc383xjC-OA,4.171428571428572
-cT0YdN7xBpiu5JZ9c0IoQ,2.875
-chGaXHZsoLKLHPJMMsdmw,3.675889328063241
-chZVp8Xmr8jwQ1KfIumGg,3.75
-coR5Ch6_HsUAfBWcuetKQ,3.5294117647058822
-dJsF9Zx0QXKnKjMIsVREg,3.533333333333333
-dOjdFq-kFhQTrG-yLYc_w,3.8068181818181817
-dSfSU0Nwwh2b0aLo5ifyw,3.208791208791209
-eJmNm0j12v1wuyIkfj7yQ,4.420168067226891
-g4CC11SsaLYeQ5mjRxSfw,3.5
-grWXL6_ngCGcXp8IbQU0g,4.461538461538462
-hAFDLTPzrPA8zVqD9-Agg,4.0256410256410255
-hFVxvZZbozVbY03XiNDPw,4.0
-hhsPQU_oT2FZS8hGpVELQ,2.2222222222222223
-hnHJQWo2ijb77Yqm6EnOA,4.0
-jPgzLZNArRVIcSpx-iV_g,4.470588235294118
-jdNqqzF1Dbve04oEd4jww,3.3088235294117645
-li60j54iQC6ef7eTbGXlQ,4.5
-llrUA_TlQTWH_CMM3NTNQ,2.1666666666666665
-ltD-dHqdZ5-wjAMKYa6Ng,4.255707762557078
-n27mJ_jQWGCuIukTvg9Mg,4.3
-qDnp-lYRiJA6x9tupyNUg,4.0476190476190474
-rKuAcB5suEWKhcUiqr13w,2.925925925925926
-smUKwiwkWmz1qWUcgqYsg,4.735294117647059
-tNRoUbkNEGKr2920PE_Vw,4.25
-tffAj4Opoadxdm6DkvPpg,2.7
-tkBz5ZuUKiWcfxq59jD2g,1.6666666666666667
-tyCz-XsYTKfTWAVT2HW1g,3.888888888888889
-ug8U8rDNpW5s_4qCowtzg,4.605263157894737
-uy0_2xAj-ocMIUpyRwPjA,2.6666666666666665
-vFY4VZ1F0F82fnHVnP22w,4.472222222222222
-vV6ERMhriTFblbvQI2THQ,3.4285714285714284
-w2WaIQWPH4iNeJz7IZKDw,3.413793103448276
-w3gfqBhE-Cc8NK7ek6Fhg,2.3333333333333335
-xJ9IV9C6WMlz79vEntAJA,3.204081632653061
-yveZTHH_XPuJlZVa5vikw,3.04
-zH9u-R0pGpHbrr0G9sMyg,2.25
-zLgYc10nnU5gWFwaJ7Sjw,2.6666666666666665
-zuJkmIjdRahT_yHED-62g,3.505
0-fJRl595ZfHFyLQ3cROUg,4.535714285714286
0-k_-9YoWXpmtiaLdKeQJQ,3.15
0-yj2jtzLUHG2b7PpEHyog,4.081632653061225
00I_YBjgZAvd2ggZr3J0cQ,3.16
014FsLbXZrHg3k1LsRgElQ,2.3
01l8MH9tBK6GPvJQdMU1gw,4.458333333333333
02BXFKzu1rgaYulNGYvi6g,2.9690721649484537
02Ycww2etUAxorZb5gIM8Q,4.267441860465116
04HfzvvANCF3hd-yx6ZACw,3.078125
04VVHA-3qmGKPMBKDHFm3w,2.7857142857142856
04j0-HsVeAzrvkJwdyaybQ,3.4285714285714284
06e352Ie1A4edgqVl4HERA,4.041666666666667
08yoJHz3areiib8QhbvxSA,2.7142857142857144
09Z8oXGu9qA9xBwzgSFVfg,4.7368421052631575
0AImHJ8IQ7q2EcWtHtI-2A,3.25
0B3W6KxkD3o4W4l6cq735w,2.84375
0BhZXyNaA-U7jE1TnFE9mw,4.666666666666667
0C1qx56oVXIkDvnl4CN8tQ,2.411764705882353
0DCywWMC2fsv6t6rnJRU9g,3.033333333333333
0DnQh8SE8BSnvJltGCCiWg,2.8181818181818183
0Eqjt54KPklmWTsly9ltyQ,2.357142857142857
0ExE0tVCsPDMnNdvip1Kzg,3.413793103448276
0FH5h58Qls1VIuXh5QORlg,3.260869565217391
0H8PL4trSvZFYgPpvSOCjQ,2.7777777777777777
0HEezLfueKWLCy0Jeo6MiA,3.466666666666667
0IxuB4s4ezsFSGM9Ru26hw,3.65625
0Jn-kQqTbCFIfT4ubnZBBw,3.6666666666666665
0JqPI6mv7xHloURlf0L4Mg,3.728
0K-XQZRh_56WCky5REiHmQ,3.25
0KN2L1CNIj4ppjNwIKJ2nw,3.3
0KVx4FX9trgpM6pzH2C8_A,3.297029702970297
0LXUiygAFnckcnIBjF9-mQ,3.8684210526315788
0Mhw1lD_Zwsv4Vo6oQrPWA,3.7142857142857144
0ORDYMDX027EhfsoFOkNcQ,3.979591836734694
0PlOgLqjGxnTC484RjHpIg,4.333333333333333
0Q4_ekM2pk7KUmuYwuWDzg,4.05
0QjROMVW9ACKjhSEfHqNCQ,3.913793103448276
0RI5iyFuxO_QPcmsV8Dl2w,2.25
0RfCBDhIBRYEIhh2yYpoXQ,4.391304347826087
0SNvAyFV7rFEjMCauknf-g,3.5
0TBL577zoVCpLKuaxePZ1A,2.3333333333333335
0TCEjze95ANcUhvHmEObwg,4.333333333333333
0VV9NpdJ9_CGo0xYrlzNnw,3.875
0ViMx28wkb0MCrWrs25j_A,4.28125
0W_ICY9MEOIyuZFdChwpnw,2.9157894736842107
0Wa923tB6RM7ujUkMtpTwA,3.076923076923077
0X255ZLz70dj3QrLWnPE3Q,3.7349397590361444
0Yh6U06nGLjAMwCw6l9-DA,3.2616822429906542
0a2O150ytxrDjDzXNfRWkA,4.221343873517786
0aklQwTTOyRvXCj33g2Zxg,1.4545454545454546
0bbWKI1lA-bmEeeWOrDmSA,3.5
0bmWNkV0ld_Nm8nTqeIYVQ,2.3333333333333335
0cXP1HGWMtKoxcmUR4KSjg,3.9397590361445785
0cpLF0LFQHHRFNlL0iy_Aw,3.7651006711409396
0d_aewXm7wVlaTW8Glzxdw,3.5942028985507246
0dyd0nX-42VW1QQEoJq1TQ,4.333333333333333
0fhaHYT_NR2_qB3DIC2i_Q,3.8048780487804876
0gA1qshYyZJfMjypDD173w,1.0
0gOE-DJOhWavRI6qQryGhA,3.4056603773584904
0gbHHzaHkNniR2VU8jQ3dA,4.428571428571429
0gfwX0wTbx9B7P2AfoJL1Q,1.8
0gj8bpTF6I6T_C5xyBUafw,3.0
0hknhW0QcRR1j7kfAylIGg,3.230769230769231
0iTpgvz5XJzFAo253nIE0g,4.551724137931035
0k-3oy0FXPR2JU9PP-Gucg,4.333333333333333
0k6B3X0sinFB7ASe1lWg1Q,2.25
0mGYvAFGxH9bGRqYHxS0BQ,3.5867768595041323
0mM_smCpKeKaL0MPMKOLFg,3.5118110236220472
0nddnkjG1RV8hdFdy_wCMA,3.6911764705882355
0nqQIM2PvOcTX6v0L537_Q,4.2105263157894735
0o25mU-Wi3Nv8_hHmoEvLw,3.5
0o9imYHyCGVvkR0NyJDCoQ,3.96875
0rA-1cy-dsrtZnAC4wMjkQ,3.5
0rMFhLzeq3Z2OaJ62MQXlw,3.857142857142857
0rjArZxONWhzsr58ddAeEQ,2.6176470588235294
0rrxeGhMUXZdyVt16DdKHw,3.272727272727273
0sUd4i07uoQrE9DVMCLOuw,4.166666666666667
0uALK0SEzEQCc7-6AsRysg,2.5714285714285716
0uEidTfcs-9GAMJXLvIYTw,4.526315789473684
0ujLM5mtns4klPLV_R1IbA,4.75
0vxswQxz3OxufVev2S5oWA,2.0
0wtltMmWl-n485Wsvya0wQ,3.6666666666666665
0yr2L_2CVaLV9SLIGWngPA,4.615384615384615
1-Z6tVozu4v1JHzlg8x4kA,2.6
10sJZwLXesYzSJYxaMmBnQ,2.5555555555555554
1247DTKzVm84bOH8tjfzwA,3.5762711864406778
127lSDZ1lvVMrhEet6un5Q,1.75
147BvO6Fm58E-kYoXTZfPw,2.6153846153846154
14Dl61cUYP6ttjK5TRJ6cA,4.0
14I5aGqNXvHLKSKS8PAV_w,3.945945945945946
15SZ_CzigAyVUbsijFFQJg,3.6923076923076925
15mXsnpMOZZCG3iG15kx2A,2.3333333333333335
165eSyTOWmpfDfWDXo4f6A,3.3902439024390243
16b6StEXMkT0DXn5zcVshw,3.35
17HGaSwTNL-9JKWi8oAgqA,3.0
