-9SoHrhiiUVmx6-MkyR4RA,Ycp3Agr7dt71TZkeKV7jng,Le Gourmand,4.0,250,1,2012-12-06 18:48:02,3xNyhroFhBcKjOzQuK5zDw,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,kiyTiW-2Ba65O3uAMaagTA,Mucho Burrito,2.5,19,1,2013-08-11 01:55:06,sWmDMfDSwr-UkrpzyFCKvg,1.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,kiyTiW-2Ba65O3uAMaagTA,Mucho Burrito,2.5,19,1,2013-07-28 17:59:43,ANU4wuJ_DLaYHzmPa4VvAQ,3.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,YBu--ie7mLv3SC-ZRm_wyA,Tim Horton's,3.0,5,1,2013-07-27 21:05:17,V06HLb_B5__EWJBJVN9E2Q,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,8wpfZ3zJJ8LKO-z6C8hX-A,Pennylicks Gourmet Cafe,4.0,6,0,2010-09-06 22:34:42,uOwcfeByfBipi9pflDtNGA,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,EzGGUtQtbE8z57pqxE0I8w,Bamboo Buddha Chinese Resturant,3.5,65,1,2013-04-14 05:26:13,BQ7uHTPrucEsHSR-5mWxgQ,5.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,KuIxm6FVNmlvpssWJi9-bA,Mr Greek Mediterranean Grill,3.0,20,0,2014-06-02 23:57:27,FsTERiu_q_sao44BjBJFng,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,272a60ze8sADYRR6GyJ3GA,Wanda's Belgian Waffles,3.5,127,0,2010-09-07 00:43:33,YGVPMPRh_V4YMx00f4zPCw,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,SNWlgY-hTUr6h2kEee6gCA,McDonald's,1.0,47,1,2013-06-30 19:19:00,Y1Sj40LqXS6M3TPkBGLccQ,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,BHV_IfzziGbZ2XZD2NoZcg,Hero Certified Burgers,1.5,3,1,2013-06-30 19:07:28,M2k0G6kG6HjE655z5Bhseg,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,CRodDW9rSwedfyT_pkA5uA,Villa Madina,2.0,11,1,2013-07-27 21:11:49,iviBJPI6xC_bMPN0y6ecsg,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,BHV_IfzziGbZ2XZD2NoZcg,Hero Certified Burgers,1.5,3,1,2013-08-30 02:42:38,d2j0sbwQZE-K9T79AEJ0YQ,1.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,VgG6x5tfIcPmadoE5FikPw,The Works Gourmet Burger Bistro The Beach,3.0,4,0,2013-09-09 05:10:22,bfebVhZtrsRPWfFSl6MhKw,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,tGA6DQqySVxIs4AN9Op_aQ,Tim Hortons,3.0,8,1,2012-12-16 07:10:32,RkQdwvSzoRF8UCxd48nRnA,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,4KPp6fLU8WJHJ63bxSb3Ww,Country Style Hungarian Restaurant,3.5,115,1,2012-12-16 17:28:59,VZbP93lvDtniSHhRcRF4jQ,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,v_XG6rpmOIqxMYyTfNKjaQ,Square Boy,4.0,163,1,2010-09-07 01:22:05,tXlrwmf5kFVAdMYofj1ccw,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,Ze4VPogvcD7inc3QuvY_yg,The Markham Station Restaurant,2.5,150,1,2010-09-05 02:57:14,eaVT7ZlaiiEASBt-DH4IyA,1.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,zjZbVmI5FGQflHL6rRMxoA,Corned Beef House,4.0,133,0,2012-12-05 15:32:21,r3yTE_Do7pV-YYPDcNRB_g,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,HD7GoWA4e3AeBfb0KPCy8Q,Pizza Pizza,1.5,27,1,2010-09-06 23:27:58,gKQVX0-cK5v1Z1mixgn8Hg,1.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,XTc_HX2KbKzkKrRklZUDiA,Thai One On,2.0,46,1,2013-06-30 19:08:16,x_zp5BIMRq1MvCLbagJxUw,3.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,T5Y4Mo5fgmU77KrbdRffcw,One Love Vegetarian,4.0,85,1,2012-12-16 06:16:48,vbqJj6apHzxmu2_K2NjHSg,5.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,XmgdFa3G_CZVfjtQEJMZfQ,Caplansky's Delicatessen,3.5,411,0,2013-06-30 19:48:54,6w66lfbdVbgkE74w-3bHkA,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,7vvliv5R0MD7BQ2CsquhcQ,Lazy Daisy's Cafe,4.0,110,1,2013-07-07 03:07:10,FpMKYKcLGx2PaEr4SSOU6w,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,arpBUwgiaE8iqfNGMQ_hgg,Big Fat Burrito,3.5,141,1,2013-06-30 20:21:57,HCllRzAQL7FJbBGgHeAFTw,1.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,vrAZ6qenlYwHfgzSSlmkiQ,Regency Restaurant,4.0,72,1,2013-07-07 04:22:52,M7q1No3lB3_QaNfxq9fGkA,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,QJhwQcFKtBn8EahP58nh1w,The Grind House,3.5,19,0,2012-12-06 00:57:01,kDQT5AFZ3Dr1QblH1Sl6QA,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,k6zmSLmYAquCpJGKNnTgSQ,The Stockyards,4.0,718,1,2012-12-09 05:53:08,erDZ38q71KyR55knP75foA,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,zb61eT_ChYctlCXcIqlW6Q,Me Va Me Kitchen Express,4.0,165,1,2014-04-04 03:49:10,-UuBDbZBF8CTYea5jzv3Nw,3.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,QJhwQcFKtBn8EahP58nh1w,The Grind House,3.5,19,0,2013-07-01 15:59:46,yrGAuYjbhLcfIg7QZ64I_w,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,qdV0dLjJ2duhNoYlhVavzw,Jelly Modern Doughnuts,3.0,82,1,2013-06-30 18:51:45,nNhR55pH7O2TIrOcjFlNHg,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,EJmiKQKlWfY-0iVlya7FOQ,Z-Teca,2.5,35,0,2013-07-28 02:27:56,HcZCQ8zggJcg81l988hjFg,2.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,A-KVm7iKLOe1X1yAQP13FA,Udupi Palace,3.5,190,1,2012-03-14 16:30:09,Rjnr6exQso04eiUamI1p2g,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,A-KVm7iKLOe1X1yAQP13FA,Udupi Palace,3.5,190,1,2013-07-07 03:11:59,zoi8eOixW9pjrtXKKxVWxw,1.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,oU-Af-_1zT-ewuLfIubN2w,Katsu Japanese Restaurant,3.0,92,1,2012-11-28 15:47:24,y1E4cx-3J4a9Ab5xVYSVLg,4.0,2.92,"2013,2014",Brad,182
-9SoHrhiiUVmx6-MkyR4RA,DQbbE26lEFq4rEFSaEEhRg,Swiss Chalet Rotisserie & Grill,2.0,19,1,2012-08-21 23:52:04,3fJ8IM3EBMbTc3CIT-23qQ,1.0,2.92,"2013,2014",Brad,182
