-7KSCKjI8SkMuslaOBuA2g,Uw-kIS3HTuAohfg0edQZ3Q,Joy Bistro,3.0,132,0,2009-04-29 19:15:13,0SmKvOsPrHGeS9fP6x4l9Q,3.0,4.14,"",karen,7
-7KSCKjI8SkMuslaOBuA2g,OllK5_S-7svgSwbUfx1xYA,King's Noodle Restaurant,3.5,411,1,2009-04-29 19:26:48,MGeQGCvHdjIe_idCHASG1Q,4.0,4.14,"",karen,7
-7KSCKjI8SkMuslaOBuA2g,cr__ihwxDQ7hyq2ZfX172Q,Bach Yen,4.0,198,1,2013-01-23 21:34:55,D0XBsj4_SRUqXhvOk3pypQ,4.0,4.14,"",karen,7
-7KSCKjI8SkMuslaOBuA2g,6hkHrWb82XfJdZ-SJmCKCg,Wok & Roast Chinese BBQ,3.5,66,1,2012-09-05 15:33:54,dTb6PFHdyC2C4Oal-zGM0Q,5.0,4.14,"",karen,7
-7KSCKjI8SkMuslaOBuA2g,X6ZZksefmR_piQj2Gbnduw,Paldo Gangsan,4.0,68,1,2009-04-29 19:11:02,g5hOzOg2Newbv66MP_ZUaA,4.0,4.14,"",karen,7
-7KSCKjI8SkMuslaOBuA2g,9HWdRtNS0q4_UkEvL14IfA,Pho Pasteur,3.5,200,1,2009-07-16 23:39:23,tPvMKIASLj1oyaF_AFVSlg,4.0,4.14,"",karen,7
-DThRbY1iQikgb5um1j02A,fJvY-QjDY1ZWWArjx9rRIw,KINTON RAMEN,3.5,124,1,2016-01-04 20:18:14,rsevXPV1A2kIwhyNJ9YCWQ,1.0,1.0,"",S.,2
-DThRbY1iQikgb5um1j02A,YLc7Djf3GsC8IT84YkZMzw,Sukhothai,4.0,409,1,2017-08-22 22:27:43,7m_RPNhxYSfPMM8GeQndcQ,1.0,1.0,"",S.,2
-Gq00604Y1DLvPrv2pF95w,exysqt4RqxkF9I8Z2NEUsQ,King Taps,4.0,275,1,2019-04-16 20:59:43,rn598KN4LLyz6jjux3Y4Jw,5.0,5.0,"",Clara,2
-Gq00604Y1DLvPrv2pF95w,qy4WKXTBkqD4zX0rohYF8Q,Forget Me Not Cafe,4.0,98,1,2019-04-16 20:57:59,DrkGgvjgxH7GUWWzoH3j4A,5.0,5.0,"",Clara,2
-I-MRRFj8E6SvwnSHBecPg,mH_T6JbQkGdWcL0htKvNxA,Uncle Tony's,4.0,66,1,2018-02-11 01:10:44,rHPioOOyaKxyql1lU7Hfgw,5.0,5.0,"",Aubrey,1
-LkYA9YLwY87CR3KclAACQ,2Y-28XrkMeeA4FFvv_73tw,Darvish Restaurant,4.0,93,1,2013-12-06 16:19:09,2Tdao52Q407dClrkCkuzYw,4.0,3.0,"",Kathleen,5
-LkYA9YLwY87CR3KclAACQ,s-YJpfR-LFRnH7qYVFuJuw,Touhenboku Ramen Restaurant,3.5,284,1,2013-12-06 15:29:15,VMJKXncsr4PaCGzOWFnGtw,3.0,3.0,"",Kathleen,5
-R6W8AW-_DnjgbNoovQulw,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,4.0,331,1,2015-09-13 21:51:37,iWoCqkCyb6trHNwU5E977Q,1.0,3.0,"",Corey,2
-RNZdEWN55QJbxktjZtKBA,qQPJ9aTyVa9DGWiLi97g5g,Crepe TO,4.5,82,1,2017-02-19 18:59:17,z1_v_GyWhV4Uq6MEKNFbpA,5.0,5.0,"",Louise,1
-SoiV9P0Er-UdjFs3W7tvA,mfgNzYPo7fV2uBcsyW23DQ,Captain John's,1.5,12,0,2010-09-03 00:27:05,LSCjLU6X58978Fzpe-k8wg,1.0,1.0,"",Ellery,2
