--uAATpRvwThWtExnxH-YQ,RrqcZLX05djKo1GVLMXMDQ,Korean Village Restaurant,4.0,315,1,2019-03-03 19:59:07,RtyLnAhX_83y9ozDNIlsHg,5.0,4.3,"",Tony,10
-6mLJBLBp04_epqPQwuO3g,272a60ze8sADYRR6GyJ3GA,Wanda's Belgian Waffles,3.5,127,0,2015-04-25 00:52:49,FMVWA2dVRE7qR9PjiCJT-Q,1.0,3.0,"",Jordan,3
-6mLJBLBp04_epqPQwuO3g,JeuwGHY3knsBKt3KegjqrQ,dip 'n dip,3.5,17,0,2014-08-01 02:25:06,lmqYoOZ0W0NwqQrcv5PUqQ,5.0,3.0,"",Jordan,3
-BXAePRd7xUAa2U5AN0Qdw,SN69A7A6gnjAJiN9wnNWHQ,Swiss Chalet Rotisserie & Grill,2.0,11,1,2018-08-21 22:54:34,7A_xmWU1wCfek-WXgDZUtQ,1.0,3.0,"",Garner,6
-BXgwZHQIdQLP3ShxIEeQw,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,4.5,2758,1,2015-08-03 02:52:51,WcwgMtM5Bw89-rgbnRqKzA,4.0,3.71,"",Rhea,5
0-BQfUKMcI0dX_OiaGlJjA,PQ6pDjHP0P28D3CY5UNxDA,Forget Me Not Cafe,4.0,105,1,2014-03-07 19:18:52,otjOx-HAFS3VIjOlofFmIg,4.0,4.08,"",Luc,12
05NTELMOjydzv8lBYcfTqA,OPsIWWjT9lmhKd-MvTWJPQ,African Delight Cafe and Restaurant,4.0,9,1,2016-03-06 18:12:03,mueqZk6GiNigHLl6cJ2oPg,5.0,5.0,"",Amrit,1
0LcXZxlWM4PQnNUyocxZgA,IN8BHY7zkhjUxUh4qnbrHg,Camarra's Pizzeria & Restaurant,3.0,22,0,2011-01-30 20:44:21,cOt8q2OZKtEFyVoaThWzyQ,4.0,4.75,"",David,4
0OFng9r7aW10LxRu1e71sQ,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,4.5,2758,1,2016-10-08 11:45:42,niiy2O-rQyUN3g9K2cCAcQ,5.0,3.31,"",Pari,44
0ahFq6UerBBb9k_D4TDNYA,iD8C1tZhf5cYreq3EFJ_bQ,Chiang Mai,4.0,66,1,2019-05-25 00:55:43,Gz4sMYb285L1lN1iodFDQg,5.0,5.0,"",Kayla,1
0jCbIJZkTqe5PFKkpwSFyQ,p5gsi66W1-B0gOAq-SRcRA,Freshii,3.0,18,1,2013-09-08 20:12:43,DpvFj_PXHKCHp6iliygwmQ,5.0,3.67,"",Zach,6
0jCbIJZkTqe5PFKkpwSFyQ,6YNEk7tjy7o5Uwt9y9RRLA,Paradise Farms Prime Beef Bistro,3.5,54,0,2013-09-04 02:23:36,EByD-FzypON3nPcTTgRDAg,4.0,3.67,"",Zach,6
0k6SGnChwK1IHsDbTkh99w,w4Veuk2pkyBSdCUi32DU3A,Restaurante Las San Sivar Pupusería,4.5,12,1,2017-05-14 01:46:49,b6Jqif6Oq3Fpah_lv94zvw,5.0,3.0,"",Jax,21
0k6SGnChwK1IHsDbTkh99w,oMgDbkk0hlPYFUmwAOVjgQ,Leslieville Pumps,3.5,100,1,2018-02-17 23:03:54,45ibWoBA5DGguojvCXFt5A,5.0,3.0,"",Jax,21
0k6SGnChwK1IHsDbTkh99w,GSBvHOu7vM6IWFqXTbR_4A,Cuscatlan Latin American Cuisine,4.0,23,1,2016-11-20 00:08:38,prNsBKRmIcBE5HN17YU-nA,5.0,3.0,"",Jax,21
0k6SGnChwK1IHsDbTkh99w,4NlY7ECgX8Colkl0mBaaeQ,Pita Pit,4.0,9,1,2016-07-10 03:59:11,RBnO0jixmtoAN9OsMKoh8w,5.0,3.0,"",Jax,21
0k6SGnChwK1IHsDbTkh99w,0KVx4FX9trgpM6pzH2C8_A,District Eatery,3.5,99,1,2019-06-05 16:59:02,uvdLnJuRfEHaFBQiVt2wnA,2.0,3.0,"",Jax,21
0q4xSjkIDdg2nDH0NcscEQ,mDA6_CDxdyQ-_qO5RHloow,Marché Mövenpick Brookfield Place Street Level,3.0,382,1,2015-09-02 03:56:24,cNesmYnJdl4xlAkXyqKAog,2.0,3.88,"",Philippe,8
12CnL6_Zac9sV3jQie8sxQ,CogdxyYsTtyHyTMuj0RgFQ,Rock Lobster Food,3.0,166,0,2015-09-23 02:29:50,1SFKbu5DVIdtZy42P6uq8g,1.0,1.0,"",Nick,1
19Z5ZMsiri34b5WAxBXnJA,aRvCyCpwxgIqjXSSZ8pt3g,Mallo,5.0,36,1,2016-01-31 15:07:14,5w53O3YQMm_mLPXs9hxDcQ,5.0,4.17,"",James,6
19Z5ZMsiri34b5WAxBXnJA,Ybre7g_LHQk5004VSM49sg,Butler's Pantry,3.0,41,0,2014-04-26 16:08:21,jG51b3NPBrGoBBlq2KAaXg,4.0,4.17,"",James,6
1LVhRSIiMg4rgf13Dv0HDw,jTZYireK6pnPb6Rni0jygw,Wow Sushi,4.0,409,1,2013-12-08 01:20:58,EWRzk-zflgAsI5N3q_5rLg,4.0,4.0,"",Grace,1
1OjCmi7VTl3puft4v1NizQ,7LURynIRYeS7jcfadeRASg,The Chickery,3.0,123,0,2015-12-31 13:23:26,hrEFMW38uPkLuW6GiZntjg,5.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,W5d8iNog90R-qw43m5dGwg,Café Polonez,4.5,241,1,2015-07-09 16:02:09,nif93tc0ghh0GNY1SvDUsg,5.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,XZxJ4fG-4a3PP9VP5jvDWw,Mother India,4.0,197,1,2015-07-09 15:58:58,K79zwLq9WsEx9uVT8UDLVg,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,GY2VyNBxX5H_8kilGCAjUA,Elephant & Castle,3.0,144,1,2015-02-10 23:32:45,LJlRcwi0Quzfz8fzmTTNaw,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,_DuPG5sSEwZcgfjdndQc4A,Hey Meatball,3.5,149,0,2015-06-23 02:09:14,uJ1xdFf97SpMoQ41I0-r5g,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,bYGn37k0KgleABKMWgjnMw,El Furniture Warehouse - Bloor St,3.0,305,1,2015-12-31 13:29:27,mvQom7B6xol--7HvwlS0mw,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,rxA9c0_XObabVL1WCTA4FA,Sneaky Dee's,3.5,442,1,2015-07-09 16:05:00,7JLvNG9MQeH2Ie-urRWl_w,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,U3Ah385YhvlraXsKcEeZ4g,Butler's Pantry,3.0,55,0,2015-06-28 02:08:23,Vg_8ShOCqyHOQHNcxk2htw,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,-OxDX2fPQLYi6ChW2Z6xxQ,Fresh On Bloor,3.5,308,1,2014-09-27 18:30:36,B-J8UFo8mb22ZGdjWr5TJA,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,JrB6On8q8f1_ICQSCLg47w,Five Guys,3.5,152,1,2015-12-31 13:19:08,uAZBmfK_RyBu9fKh2SG-LQ,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,hNSvyreISNd9XXrHyyaSjQ,Nirvana,3.5,154,1,2015-05-27 17:04:28,adwQXw9BPcy94Vm5XycWfw,4.0,3.46,"",Salim,81
1OjCmi7VTl3puft4v1NizQ,dUePqUU5pROUEPiWBau72A,Brazen Head Irish Pub,3.0,160,1,2015-07-09 16:09:28,pRudVVpB2pGUyWmOuOhdPw,2.0,3.46,"",Salim,81
1imcAI90sVVtwJy_oojd5w,rl137V_5Hx0cJAV4beVdhA,Campechano Taquería,4.0,155,1,2016-05-17 20:27:44,flwsXEbN3b3bIDQz6wyHDA,5.0,3.67,"",Kevin,3
1wGDIhRLw9K_h2XHiIgguw,uF86ZhygpBEGr3CudNemYA,O.Noir,3.5,331,1,2014-12-07 03:36:00,cG-x0y4kjPrLbJk5ilFotw,1.0,1.33,"",Kelly,3
2A6EoVPIuUtKvKM2fl8r_g,qaMdtiyeRQdPulEWVjr30w,General Assembly Pizza,4.0,79,1,2018-01-25 00:58:27,is3HrZW6aG-83qQs32SK6A,5.0,4.5,"",Elaine,7
2D0DwjRFBIiQmQz1nVZClA,e49eXgKVuR-lsL0-D4vzDw,Momiji,3.0,22,0,2012-01-16 17:04:35,mi-Q6ybk2nZmRjCk-a5gqw,5.0,3.57,"",Onyee,7
2D0DwjRFBIiQmQz1nVZClA,MuvdGQx_cIn5I_vitUP-JQ,Toko,3.0,21,0,2012-03-05 21:13:58,EGfQKLTbPISYK16PDpUvLg,3.0,3.57,"",Onyee,7
2D0DwjRFBIiQmQz1nVZClA,nBl_4gw5ecGzNkHyzfii8g,Terroni,3.5,650,1,2012-01-09 02:14:08,ld7A7VfPmOcUnhYfm8j4-Q,4.0,3.57,"",Onyee,7
2HYwUpjyot3hReq5kmeMUQ,uh9NhQhOs6a0w3Vhk0xyvg,The Fry,2.5,86,1,2015-11-15 16:02:52,DRIN_FmN8MZrfHTcSZEoVg,1.0,3.0,"",Sangwook,2
2M_qvOD7L5qQU3sYoiHGag,kljR-Bg6A3jze9JzBwRhRA,Black Ox Bistro,3.0,153,0,2016-06-01 02:19:14,-dqIPpd3bOiD641Dt2kqQg,4.0,2.5,"",Shenny,2
2S0RnjrUpcZczH950Hvntw,-av1lZI1JDY_RZN2eTMnWg,Salad King Restaurant,3.5,948,1,2015-01-06 00:41:38,NODIuC3AASP-o8WkhNPaEQ,4.0,3.33,"",Daria,12
2S0RnjrUpcZczH950Hvntw,CKKm7cPJWioJw3-6Glsqkw,Daybreak Diner,3.0,42,0,2015-01-06 00:36:25,m3L5lkZFMiF4GrHrrlxNTg,2.0,3.33,"",Daria,12
2b9SgjeDGQfCJxXs8vUI-A,ciTAqVNYy9aSvEuFlS6odQ,Roti Lady On the Dunn Ave,4.0,20,0,2014-05-08 23:17:54,TzbKAa6cNIAyh_Yd1R_IoA,4.0,3.4,"",Gregory,5
2h2EokpheNH8eLLGSkTztQ,lVVJMvqu4LXL5rBqjO6eqg,Tofu Village - House of Soon Tofu,4.0,188,1,2017-02-22 16:30:17,eVH6YrRqVXhztAIT0G1ABQ,4.0,3.55,"2016,2017,2018",Kristen,352
