--t66-a-eJBQUpUvSjZ9qw,bEVWHtBRYVwqaaNF4mWNYg,Coquine Restaurant,3.5,133,0,2010-05-30 04:13:02,Z4DfxT89gUwiMPz2nch5-A,1.0,3.4,"",Jen,5
-K5tVZjZv1dXQVSROJkM2Q,tZZDCsWJ169-DHLjvafA6w,Izakaya Tsuki,4.0,64,0,2014-09-25 19:46:11,L0wNQhgLwqLJLYoh9XsQrQ,3.0,4.0,"",Martin,3
-K5tVZjZv1dXQVSROJkM2Q,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,4.5,1285,1,2014-09-25 19:46:10,JucVZBAqELPJWNNUmwrB0Q,4.0,4.0,"",Martin,3
-Oj-4tivg8d05ncHpRyTww,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,4.0,538,1,2016-07-09 22:30:38,eZwk-U-1oD0XR_-zo6vEbw,5.0,3.67,"",Rada,3
-PR35nRu_lKOFZNNgTUmOA,Orgm9nmcClxnAUva4nOKyA,Hothouse,3.5,338,1,2015-08-28 17:34:14,bElqOfr-sWKOMIeF3_5LHg,1.0,2.5,"",Michael,2
-PR35nRu_lKOFZNNgTUmOA,_32BDvTLUGkfGzDb1z8Oyg,Evolution Food Co,3.0,40,0,2015-09-03 16:18:28,kB3yYXkR3c8bvvN1bDpyxA,4.0,2.5,"",Michael,2
-QT-rGfaqEcbDzeNywaP4Q,B5JCODx4728Ce2Qca1NFHw,Hanmoto,4.0,198,1,2019-04-10 03:23:54,k8q4IxCnciGjSR_Rp8t3TQ,5.0,3.67,"",Nata,2
-QT-rGfaqEcbDzeNywaP4Q,E8xez_0iwqV88w5NKxeK3A,Kabuki Sushi Lounge,3.0,45,0,2016-03-19 23:46:22,UxXQavymLk4o06QOLZhymg,5.0,3.67,"",Nata,2
-ZNJM86nr_A-tgLu7ShzBQ,kOFDVcnj-8fd3doIpCQ06A,Mildred's Temple Kitchen,4.0,859,1,2019-08-26 19:38:35,4PMyXKCTp3-LhyLoryBeiQ,5.0,4.18,"",Jason,11
-ZUpNw-1Py9U2vAxdpYOKQ,2gDHQELrlq3jVuZZfJeWUg,Chop Chop,4.0,67,1,2018-07-01 16:52:19,NtlvFnjDpsAZi8v_SyFWnw,5.0,5.0,"",Gavin,1
-gKJTiACfLorJPZoIxAz7w,CogdxyYsTtyHyTMuj0RgFQ,Rock Lobster Food,3.0,166,0,2014-12-28 14:12:38,oi4-zEW9F2YkI-f8E43Xhw,5.0,5.0,"",Erin,2
-gKJTiACfLorJPZoIxAz7w,hcHaWzM5wfdAbCWs4zmmqg,Nodo Restaurant,4.0,168,1,2014-12-12 11:28:18,QbFoNOY9ua6QQ7bR2Iuwsw,5.0,5.0,"",Erin,2
-gjZCZ1Fzw2hEhOkP7A95Q,Bu1SgnZblQhE345j3GlzUg,The Great Maratha,4.0,45,1,2016-10-27 19:13:34,6LL2iTtGKFjlXr7Fe7ymrw,5.0,5.0,"",Aditya,5
-gjZCZ1Fzw2hEhOkP7A95Q,6EVBc9kdc3Hd8KZkLVPnGA,Kaiju,4.5,363,0,2015-07-18 18:51:08,Nbwe3T6nn8Ef5i3UrghLPQ,5.0,5.0,"",Aditya,5
-gjZCZ1Fzw2hEhOkP7A95Q,znc5ZpKCPANquABEm7SJuA,Roti Roll Caribbean Cuisine,3.5,18,1,2019-05-09 14:38:27,G1CK-l0_z1HIjbTD-Qo4kg,5.0,5.0,"",Aditya,5
-gtyNPUaHRCkTxgMfSVM7g,-PL-4fFYPYrOjnNd0lO4Lg,Stout Irish Pub,4.0,133,1,2016-12-04 04:43:50,D_CuN3l0P_wX84QuRY-4Dg,4.0,2.83,"",K,5
-gtyNPUaHRCkTxgMfSVM7g,nb2Bpt5uGGZvNhnkEGMnpw,The Irv Gastro Pub,4.5,111,1,2014-07-02 12:18:09,uwsvwOiQpXb0dWwevutHpg,3.0,2.83,"",K,5
-gtyNPUaHRCkTxgMfSVM7g,o6Yor6ofIw2TqM3mN28Kzg,Tacos El Asador,4.0,282,1,2013-08-20 01:44:30,P60Cm8kdcXxLELaD6yQisw,2.0,2.83,"",K,5
-gtyNPUaHRCkTxgMfSVM7g,fT2-27JtPY7t3AGKU1AbdA,Shibui Eatery + Sushi Bar,4.0,5,1,2019-08-22 16:37:59,tDx9VEeJw5NZx0AiiGBbXQ,5.0,2.83,"",K,5
-jt1ACMiZljnBFvS6RRvnA,LuBj6jfwKsbpKy441wkRlQ,Sushi Xtra,2.5,57,0,2016-03-04 07:52:09,OYS-Xl0bMk4018m9DWuxKA,2.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,v9jNkOIBfP4aW2ru50Rn-A,East Side Mario's,2.5,23,0,2011-08-08 01:30:05,s8yUyPHT0La0jPTqcxWBwg,4.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,3_HrWm4qrzTN0gAC_CrfTQ,Crêpe It Up,4.0,140,0,2015-05-12 00:22:56,w0LyrWzfZVKfKxGz0r8DbQ,4.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,3_HrWm4qrzTN0gAC_CrfTQ,Crêpe It Up,4.0,140,0,2015-05-20 12:34:58,KSn8laHkcMCoUtu0WiMoCg,4.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,FSuV_LwkREet6LWpJzJxdA,Green Curry,3.5,17,1,2011-08-12 03:56:30,Vz9c0UDQteOUqSKCAJ0tYw,5.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,0gEPvzMBpVv6M75cdITSGg,Sushi Café Myoung Dong Soon To Fu Korea Restaurant,5.0,6,0,2011-08-17 02:05:21,_ITDtTTqvWYBg9J1i7dIWA,5.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,iVxtmA5K0YHUVqeYuZ41KQ,Sushi Tower,3.0,25,0,2014-08-08 23:50:32,OJ58IDjUpl9YEImmLDzLIQ,3.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,qhagbvK-Pv4cGGghJ7gXBA,Konnichiwa,4.0,113,0,2016-06-11 18:23:23,FTuIZk11GhdpyLVMHwdCHQ,3.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,6TLIuls4SiG9VFf2U42p1A,Pho Ngon,3.5,13,0,2011-08-17 01:49:01,KQbrzun_Z6Ghg8jlg_Qu6Q,1.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,pofDmHoIsdvPcSKzb2iMag,Sky Dragon Chinese Restaurant,3.0,143,1,2011-08-17 01:55:59,QvZ-KnR7Uku6CJZvoAsRdQ,3.0,3.32,"",L,932
-jt1ACMiZljnBFvS6RRvnA,Cp3YRVZojrCGeQS41Hf1pw,Pho Hung,3.0,456,1,2014-08-08 23:48:51,7NcdJcWcvM2GGJ48MZ6MwQ,4.0,3.32,"",L,932
-q33cZAyZojX5w6mMogqxw,Dpl8d6eXq-YnF5zEV1cwMw,Poop Cafe,3.0,231,1,2019-06-15 01:29:22,L2G8UREE11FbOOHZ6DKhAA,4.0,3.39,"",Matthew,231
-q33cZAyZojX5w6mMogqxw,q5xrVJ4kivx_yEfJeOKNYQ,Bar Isabel,4.0,412,1,2019-06-14 13:54:49,YYI6x42wh8vAgg5TN1p0PQ,5.0,3.39,"",Matthew,231
-qVkBo8y4kj_g0Pr71k5HA,B2uv_PI7yHj__C20rXpVIQ,Golden Star,3.0,8,1,2018-03-22 13:15:02,PhEkARDONHOoZwFM7eWxmQ,3.0,3.33,"",Shakil,6
-vUDjoZWsxNjiBazY7EyBg,y1Er-SodAde9QZIcgFf45g,Blackod Steak and Fish House,2.0,8,0,2016-11-20 02:02:33,-KaEdjqQNh-7gXB9tSXuuw,5.0,2.29,"",Frozen,42
-vUDjoZWsxNjiBazY7EyBg,QWbRrFpE-xXAToUbO83Djg,Duff's Famous Wings,3.5,119,1,2013-06-09 22:01:27,4sepLza0kNdL4aY1V8e-aA,1.0,2.29,"",Frozen,42
-vUDjoZWsxNjiBazY7EyBg,wKmDYX_XuYCbIerCbYfWnQ,The Captain's Boil,3.0,84,1,2019-11-10 17:23:02,TTfzcy2dUn60a3pk9nVE-A,1.0,2.29,"",Frozen,42
-vUDjoZWsxNjiBazY7EyBg,7LBVI9euGV3ugO0-efZHvg,Duff's Famous Wings,3.5,122,1,2016-10-19 00:13:32,Q3p9-PaC2_QB18XZpgk9Vg,1.0,2.29,"",Frozen,42
-vUDjoZWsxNjiBazY7EyBg,6yW1uv6ROT6WWtexIKsmwQ,Hakka No. 1,3.5,39,1,2014-10-04 15:57:00,6z3V8KOf68p2VCPNJSgH9Q,1.0,2.29,"",Frozen,42
